Study_Hours,Attendance,Assignments_Completed,Internal_Marks,Result
5.71,59.7,1,14.44,0
3.04,64.24,9,40.03,1
7.0,75.26,9,38.09,1
1.72,76.57,4,42.45,0
4.98,90.28,6,23.74,1
2.47,89.57,6,47.23,1
2.66,79.07,1,14.78,0
2.82,89.04,6,11.21,1
4.48,59.59,5,22.02,0
1.46,52.5,6,41.89,0
4.58,93.68,7,36.92,1
5.61,53.78,3,27.45,0
5.35,62.33,0,20.25,0
4.45,84.77,7,12.37,1
8.55,70.47,7,23.5,1
2.31,93.82,2,28.4,0
5.55,64.9,2,37.48,0
1.56,50.59,4,35.84,0
1.64,65.03,2,47.89,0
6.16,78.9,4,14.02,1
6.09,68.8,7,23.45,1
8.9,76.74,0,29.26,1
6.02,93.83,1,36.83,1
9.64,95.62,1,29.82,1
1.44,63.3,3,46.51,0
1.88,73.11,8,34.35,0
1.4,77.46,1,11.59,0
2.67,97.46,8,14.55,1
5.87,99.93,6,40.14,1
6.81,61.77,9,38.63,1
1.41,86.35,7,16.14,0
9.51,68.9,0,12.36,1
8.58,50.41,4,33.15,1
3.67,50.46,8,35.43,0
1.69,73.03,3,15.41,0
2.53,74.42,1,28.94,0
2.14,51.13,5,22.23,0
2.11,84.35,1,47.25,0
5.67,64.7,2,18.77,0
3.21,77.99,7,39.33,1
4.22,65.05,2,30.73,0
9.91,58.36,1,10.46,1
7.16,70.36,5,30.68,1
9.54,61.61,2,13.98,1
2.28,76.74,0,36.36,0
4.44,59.94,2,32.62,0
5.99,75.42,5,10.42,1
1.69,57.87,2,18.19,0
1.04,83.55,8,41.05,0
7.03,87.7,6,21.03,1
6.78,55.52,4,29.97,1
4.7,73.39,1,22.48,0
5.41,53.54,8,46.86,1
4.74,79.91,4,31.46,1
1.22,63.22,6,37.85,0
4.02,76.38,8,13.34,1
2.59,75.87,3,11.61,0
1.89,96.22,8,20.37,1
9.61,77.45,0,22.37,1
6.39,79.15,5,37.51,1
7.56,70.08,1,32.77,1
3.84,97.45,7,24.98,1
4.54,88.86,4,36.16,1
3.13,64.27,2,16.54,0
1.87,92.21,1,12.54,0
2.61,71.62,7,44.18,1
8.18,91.43,6,32.56,1
7.1,91.14,8,35.96,1
5.92,59.44,7,22.29,1
5.28,85.06,3,24.88,1
9.3,64.53,1,13.29,1
1.65,64.87,1,44.28,0
3.53,64.82,1,33.7,0
4.15,86.28,5,13.35,1
8.04,61.49,6,42.18,1
9.93,50.05,5,27.76,1
3.17,85.76,1,40.6,0
8.87,58.56,3,10.5,1
8.48,55.22,2,11.15,1
3.02,61.88,3,16.83,0
4.59,69.0,4,18.44,0
4.69,73.8,6,40.56,1
9.8,52.23,8,38.27,1
2.63,98.53,1,34.64,0
8.19,85.8,7,45.39,1
4.01,66.16,2,19.89,0
7.58,65.93,8,46.18,1
4.78,72.43,9,46.38,1
6.21,81.31,3,27.37,1
8.49,57.32,2,13.78,1
8.24,59.45,9,39.06,1
8.8,92.97,5,23.48,1
1.54,62.81,9,41.8,0
7.23,69.01,8,16.55,1
2.26,93.56,6,31.58,1
4.74,83.16,3,30.32,1
5.94,67.09,2,14.01,0
4.62,84.18,9,24.53,1
5.68,50.98,3,13.39,0
9.97,86.78,2,28.59,1
2.22,74.35,2,43.72,0
7.08,90.66,8,20.81,1
4.56,97.73,3,40.59,1
2.2,96.29,8,17.34,1
2.43,95.46,9,36.95,1
9.54,75.61,4,46.62,1
8.92,68.01,6,22.96,1
9.16,73.25,4,46.02,1
9.92,84.49,0,30.22,1
2.87,94.2,1,22.67,0
4.2,60.35,4,45.86,0
7.02,95.91,5,11.28,1
5.35,90.76,6,11.12,1
4.77,98.94,1,33.99,1
4.22,94.01,9,41.87,1
6.34,64.0,8,40.06,1
6.18,55.3,5,13.18,1
2.45,55.61,1,48.01,0
5.25,64.56,1,38.12,0
5.98,80.71,2,47.96,1
6.13,90.22,0,23.16,1
2.89,94.96,8,37.76,1
7.68,81.19,9,44.4,1
1.23,50.28,3,25.22,0
4.19,59.32,4,48.59,0
8.02,54.99,6,20.6,1
6.08,68.17,0,22.62,0
3.35,75.07,2,46.81,0
7.25,52.17,2,48.79,1
6.11,67.42,1,21.41,0
8.17,58.96,7,15.46,1
7.62,82.35,4,40.36,1
6.49,73.21,0,47.19,1
5.39,74.77,1,34.03,0
2.2,71.38,0,35.38,0
3.35,97.8,5,40.52,1
4.77,60.74,8,16.12,1
6.39,75.83,6,48.94,1
5.62,86.8,4,24.57,1
3.59,77.84,2,35.13,0
1.06,96.45,7,28.74,1
5.47,68.9,9,28.73,1
3.57,73.18,3,38.11,0
7.61,54.43,8,49.79,1
1.22,80.45,4,36.36,0
6.26,64.41,5,41.76,1
9.47,58.02,4,11.1,1
2.57,77.23,9,42.42,1
5.24,76.62,6,22.0,1
1.82,53.79,6,15.07,0
6.63,84.91,0,14.53,1
5.95,81.19,1,37.19,1
4.67,59.45,6,49.9,1
5.69,73.47,7,36.65,1
9.07,86.02,3,20.49,1
2.77,76.47,5,18.13,0
1.2,69.77,9,31.04,0
8.75,66.12,2,12.6,1
6.19,80.52,6,25.97,1
9.02,96.96,2,36.65,1
6.37,83.59,6,48.71,1
8.29,53.74,7,27.03,1
4.87,73.03,2,18.01,0
7.75,94.54,1,42.69,1
9.22,54.72,5,39.77,1
6.15,99.44,3,44.39,1
2.63,97.45,7,18.59,1
3.42,53.91,1,26.19,0
2.79,96.67,3,49.26,1
3.22,68.16,1,16.32,0
3.76,92.24,1,36.86,0
6.0,70.92,1,19.49,0
6.29,72.04,0,30.01,0
4.84,81.71,3,42.02,1
6.54,88.72,1,29.54,1
1.73,51.69,8,42.22,0
1.79,79.66,8,27.05,0
2.55,59.34,6,49.97,0
5.66,67.3,5,27.43,1
2.93,67.4,2,15.98,0
3.55,73.45,6,26.07,1
4.6,66.71,0,39.7,0
8.31,55.37,8,43.92,1
1.12,57.28,3,28.4,0
6.84,51.67,5,33.78,1
7.02,73.51,5,43.8,1
8.19,97.72,2,42.54,1
9.39,55.78,3,36.31,1
1.18,97.31,9,42.6,1
2.38,86.67,2,33.04,0
8.98,81.87,5,10.19,1
5.13,82.26,0,11.65,0
6.08,91.34,7,49.19,1
6.97,55.35,7,15.8,1
7.11,75.24,8,26.18,1
9.39,84.85,5,47.35,1
9.97,79.34,0,17.8,1
7.48,91.64,2,43.75,1
3.58,53.61,0,42.73,0
8.92,84.54,4,49.45,1
1.44,76.7,2,21.27,0
3.08,68.96,1,22.61,0
9.08,67.01,2,46.12,1
3.31,81.04,8,19.36,1
2.99,94.55,7,31.92,1
2.24,74.81,2,38.29,0
8.73,91.24,1,20.88,1
5.5,70.11,4,47.54,1
7.07,55.12,0,36.63,0
3.15,53.08,3,11.89,0
7.82,52.57,7,15.43,1
7.84,69.01,0,17.63,1
3.81,66.86,4,19.8,0
4.7,85.9,3,39.23,1
2.89,87.14,5,13.56,0
9.79,52.54,6,24.02,1
6.81,61.06,8,46.46,1
9.41,63.71,0,32.27,1
3.73,77.38,9,20.62,1
8.04,57.23,3,48.28,1
7.89,56.7,5,19.77,1
7.22,97.19,9,46.2,1
9.69,90.21,6,39.03,1
4.54,59.03,6,39.62,1
2.18,70.33,7,40.6,0
7.05,67.78,9,30.26,1
7.56,89.55,7,42.58,1
6.18,75.51,7,43.45,1
2.86,56.39,7,24.42,0
5.54,86.95,7,26.01,1
3.81,69.84,5,45.55,1
4.85,63.15,8,30.99,1
6.81,68.77,2,44.68,1
7.71,74.89,5,35.07,1
3.09,67.16,4,33.74,0
4.65,62.1,7,11.24,1
3.42,69.93,3,21.12,0
2.79,50.96,3,30.08,0
8.05,88.62,9,33.49,1
9.18,58.55,9,35.22,1
4.33,52.2,4,38.65,0
7.76,82.68,5,36.25,1
9.07,88.7,3,43.94,1
8.62,90.69,1,21.82,1
2.65,74.68,1,35.66,0
9.61,60.27,2,12.05,1
4.39,86.86,1,29.21,0
4.05,84.99,0,20.72,0
1.56,62.31,7,25.24,0
5.38,95.17,4,24.19,1
1.98,55.22,9,12.42,0
3.24,99.13,0,28.67,0
3.85,93.01,8,49.79,1
8.28,84.39,7,21.96,1
8.88,96.94,3,39.45,1
3.72,86.12,7,31.91,1
8.73,59.52,9,23.01,1
8.72,72.11,6,13.58,1
7.88,53.58,6,18.63,1
2.32,69.48,0,41.27,0
7.21,87.08,5,21.16,1
9.51,69.32,3,15.77,1
7.14,66.51,9,23.25,1
3.98,79.77,9,33.36,1
5.51,93.61,9,38.14,1
6.81,52.38,1,25.49,0
5.6,69.27,9,29.93,1
2.08,57.91,6,28.2,0
3.81,84.77,8,10.36,1
8.22,55.29,4,25.82,1
8.75,83.24,7,33.49,1
2.24,64.31,4,32.8,0
9.57,59.95,6,39.99,1
3.96,96.82,6,36.82,1
6.96,50.93,8,21.07,1
7.77,71.89,2,20.23,1
8.31,51.08,0,28.57,1
9.51,74.18,1,39.32,1
3.82,75.05,5,13.75,0
8.73,66.08,9,47.93,1
2.19,56.61,9,31.73,0
7.35,68.82,8,22.26,1
7.68,83.61,2,37.74,1
7.1,89.12,9,11.79,1
3.27,76.54,1,29.38,0
8.86,79.49,0,29.44,1
2.52,60.03,1,16.48,0
1.48,64.37,2,43.5,0
7.46,58.09,6,41.87,1
5.28,62.46,1,16.11,0
8.64,61.24,4,24.55,1
4.45,75.97,1,14.02,0
2.51,78.13,6,43.94,0
8.53,97.25,9,22.93,1
5.94,59.78,7,27.57,1
2.7,82.08,7,22.95,1
7.48,90.86,7,22.4,1
5.6,78.01,9,39.89,1
6.44,62.75,8,39.9,1
5.15,63.13,0,30.71,0
8.46,51.96,0,36.3,1
8.47,65.27,9,30.47,1
7.38,87.23,1,11.14,1
1.95,52.38,5,12.64,0
8.55,60.96,0,25.35,1
7.04,85.31,4,39.99,1
7.27,89.13,4,46.53,1
4.27,72.77,3,11.19,0
8.91,84.9,4,24.72,1
7.53,69.4,0,18.95,1
2.01,58.0,5,42.61,0
4.67,69.91,6,43.84,1
8.98,79.0,7,18.26,1
1.42,97.4,1,38.43,0
9.65,53.44,6,39.27,1
7.11,75.37,5,17.08,1
6.68,66.45,8,27.35,1
3.44,75.42,7,34.81,1
3.24,51.2,3,11.04,0
9.48,65.65,8,26.18,1
3.68,90.99,0,16.2,0
7.98,77.7,5,31.68,1
4.54,72.53,7,43.72,1
2.25,64.28,3,30.99,0
1.1,64.9,1,11.44,0
5.9,69.16,1,11.19,0
9.78,91.78,9,34.22,1
4.32,98.36,0,23.12,0
4.21,71.93,4,32.91,0
4.1,69.67,5,16.55,0
5.68,92.33,3,41.07,1
4.97,71.35,3,44.43,1
8.92,77.6,4,45.57,1
5.55,61.55,4,22.16,1
5.57,87.18,8,36.43,1
2.25,76.6,7,21.16,0
9.84,90.45,8,40.51,1
3.25,89.04,2,14.82,0
1.66,60.75,2,40.51,0
6.97,85.78,0,27.59,1
6.36,90.0,9,44.22,1
4.74,67.31,5,39.56,1
4.8,58.63,3,25.06,0
8.07,50.13,7,46.14,1
2.76,72.55,1,21.33,0
8.38,67.62,1,48.68,1
6.84,77.75,6,40.69,1
4.77,59.4,4,49.63,0
5.12,92.98,0,12.16,0
3.31,62.89,6,20.96,0
7.77,61.32,6,39.65,1
5.62,74.04,9,46.89,1
3.89,74.94,5,11.15,0
6.36,60.75,3,10.0,1
9.96,63.59,7,20.25,1
4.92,58.49,1,44.11,0
9.29,85.92,1,40.69,1
4.11,88.5,1,23.61,0
1.49,73.12,2,10.08,0
2.84,85.7,5,32.19,1
4.77,86.8,0,19.52,0
2.98,56.91,1,39.82,0
1.0,98.31,9,27.85,1
9.24,91.05,1,37.14,1
8.59,60.22,0,44.09,1
7.68,59.31,2,31.43,1
2.51,56.28,9,23.44,0
2.08,56.92,6,40.78,0
1.61,87.41,0,20.61,0
7.52,73.48,6,45.66,1
9.36,89.15,4,12.86,1
4.87,87.31,8,43.42,1
2.07,80.23,1,13.66,0
5.61,84.32,0,12.25,0
4.14,50.92,8,24.53,1
4.37,65.59,7,48.26,1
6.59,81.89,9,49.34,1
7.47,50.47,5,18.08,1
2.0,51.65,4,15.95,0
1.32,92.59,7,24.12,0
9.95,84.2,7,23.48,1
3.09,63.27,4,40.38,0
1.48,84.4,6,27.76,0
2.71,89.62,0,41.2,0
1.35,65.34,3,39.95,0
4.53,51.8,1,33.13,0
8.22,96.64,9,43.34,1
4.07,67.26,2,17.83,0
5.0,55.32,0,16.47,0
7.08,74.59,1,40.03,1
5.58,88.42,0,19.79,1
8.75,61.08,7,10.11,1
8.79,63.47,3,46.48,1
1.09,62.14,2,34.92,0
8.0,99.58,0,27.8,1
5.15,59.87,1,39.03,0
9.9,78.78,2,23.33,1
5.35,96.26,2,48.15,1
9.88,57.34,5,12.74,1
7.79,98.54,9,35.64,1
3.24,97.37,7,41.09,1
5.85,94.23,5,28.77,1
9.93,60.73,1,40.2,1
8.72,81.7,1,47.08,1
1.88,88.04,6,39.76,0
7.36,99.3,0,22.37,1
4.11,59.02,0,32.47,0
1.06,88.3,6,46.46,0
4.63,66.94,8,27.96,1
3.11,58.78,4,37.27,0
8.37,71.07,0,28.62,1
4.04,89.69,4,14.85,1
8.45,73.24,0,12.34,1
1.01,76.88,9,48.09,0
3.77,99.76,8,34.5,1
3.17,69.96,3,14.15,0
3.1,80.77,8,44.3,1
1.61,68.26,1,30.91,0
2.68,69.64,6,40.88,0
6.0,84.78,1,15.07,1
3.62,96.89,3,46.28,1
4.76,77.12,5,33.62,1
4.39,88.42,1,39.53,1
8.88,54.46,1,11.26,1
9.15,60.56,1,22.61,1
5.44,75.11,2,20.7,1
3.97,51.0,4,47.98,0
1.96,62.64,8,17.41,0
9.58,75.87,5,38.28,1
1.54,50.75,8,11.71,0
3.68,63.23,9,17.91,1
3.68,75.7,4,23.54,0
3.88,78.66,5,41.78,1
2.48,96.29,9,41.6,1
8.05,82.27,7,48.1,1
2.1,70.74,2,46.67,0
6.71,96.52,1,13.26,1
2.11,89.24,2,43.19,0
1.63,60.0,8,28.05,0
9.18,56.54,5,44.64,1
2.71,83.79,9,13.57,1
8.39,77.99,3,42.91,1
5.9,89.48,9,16.39,1
1.7,86.94,2,23.35,0
9.6,81.26,1,11.15,1
3.22,99.32,3,14.95,1
8.74,76.68,8,27.83,1
2.52,55.66,3,42.73,0
8.69,91.41,4,40.95,1
1.12,62.59,7,19.41,0
5.61,88.87,1,16.07,1
7.92,97.86,2,25.57,1
9.41,84.84,5,45.33,1
9.18,79.8,6,13.66,1
8.38,73.02,3,31.72,1
8.99,68.22,0,13.55,1
2.79,67.65,6,28.81,0
3.56,81.82,8,15.07,1
3.6,87.56,0,13.21,0
4.39,83.93,0,17.63,0
4.54,59.92,0,20.21,0
5.9,74.7,9,21.05,1
2.44,89.58,6,35.81,1
7.22,73.79,8,12.2,1
2.51,76.83,2,13.23,0
3.79,88.56,7,17.55,1
5.53,83.06,8,44.88,1
8.17,70.47,2,35.14,1
7.66,94.77,2,39.21,1
6.81,58.13,0,24.81,0
2.4,99.78,1,18.53,0
5.92,55.94,6,11.52,1
1.79,50.75,2,29.54,0
4.4,94.5,6,32.97,1
4.72,62.25,4,45.88,1
1.36,86.48,9,45.28,1
3.47,90.55,7,26.99,1
9.6,92.95,4,26.94,1
9.58,99.58,2,16.44,1
4.17,64.7,8,20.3,1
1.39,85.51,6,47.03,0
2.61,55.77,4,15.64,0
4.53,70.34,6,48.75,1
9.53,92.4,9,30.19,1
2.27,68.38,8,28.26,0
7.87,79.55,4,16.99,1
1.98,75.19,6,36.46,0
9.83,82.3,8,28.39,1
4.43,98.64,0,24.83,0
7.98,52.79,3,20.58,1
4.08,78.7,0,12.66,0
6.65,93.15,7,30.77,1
2.73,74.07,2,22.52,0
2.31,53.93,1,38.31,0
9.44,78.03,3,38.94,1
9.26,66.6,2,23.28,1
8.99,57.75,4,36.76,1
6.63,92.45,7,20.35,1
8.27,76.08,9,39.09,1
1.62,96.66,7,10.64,1
4.01,90.3,6,16.06,1
3.82,84.65,7,19.8,1
6.72,50.25,4,40.92,1
4.2,71.39,9,12.66,1
2.34,59.87,9,17.52,0
6.37,95.54,5,24.34,1
8.33,58.73,7,10.37,1
4.44,64.3,0,40.48,0
2.19,75.84,5,32.4,0
2.77,63.17,5,46.03,0
3.14,60.49,4,11.24,0
3.7,79.95,3,20.86,0
6.79,54.45,0,39.25,0
6.41,52.91,9,37.01,1
7.26,68.61,7,19.72,1
4.26,86.03,5,33.83,1
8.42,77.74,2,41.75,1
2.84,71.14,2,11.34,0
5.22,78.29,5,38.71,1
8.21,68.27,6,20.08,1
2.62,96.81,7,47.91,1
1.99,52.75,4,31.53,0
8.95,83.67,9,11.34,1
4.09,94.56,5,26.14,1
7.15,90.19,0,48.65,1
1.23,59.2,5,39.21,0
7.21,64.8,8,22.02,1
3.84,85.85,9,33.01,1
1.5,54.21,3,33.96,0
6.49,90.59,9,10.93,1
3.17,85.95,0,17.15,0
4.48,86.48,8,32.07,1
1.73,55.01,3,26.11,0
2.32,85.89,1,17.6,0
3.68,83.99,0,40.91,0
1.81,91.55,2,29.56,0
9.2,52.08,6,22.4,1
1.05,51.16,9,16.47,0
5.35,68.65,1,34.45,0
2.11,57.44,8,36.65,0
3.77,77.92,1,36.78,0
9.33,95.87,4,18.81,1
2.46,69.57,7,33.81,0
9.69,92.25,9,46.22,1
2.85,50.01,7,24.13,0
7.67,58.43,2,18.43,1
5.92,51.52,1,40.89,0
8.96,66.41,8,17.08,1
5.99,95.41,2,20.15,1
5.81,54.85,7,14.03,1
2.76,80.32,1,20.71,0
2.5,72.57,2,26.41,0
9.25,96.92,0,12.57,1
3.95,56.13,5,44.87,0
4.35,60.6,6,30.55,1
7.84,51.48,3,33.52,1
4.05,71.7,0,24.85,0
9.57,63.89,2,36.79,1
7.64,93.5,8,27.27,1
6.38,80.25,4,40.45,1
8.93,80.7,5,42.86,1
1.45,76.6,3,36.87,0
3.31,54.59,0,29.65,0
5.19,72.25,4,41.29,1
3.04,99.98,4,29.77,1
7.7,91.76,4,14.46,1
9.27,94.67,5,14.65,1
4.81,91.16,1,47.94,1
4.08,55.15,0,18.54,0
9.65,61.37,1,42.64,1
5.0,50.16,9,19.87,1
5.4,65.18,5,27.23,1
4.16,55.43,4,36.2,0
9.19,73.64,4,16.35,1
6.12,83.86,5,39.49,1
7.86,93.73,9,37.6,1
8.31,87.46,6,31.72,1
4.08,96.93,8,32.64,1
4.9,52.69,6,14.23,0
8.64,50.61,1,27.44,1
4.27,83.07,5,13.46,1
8.15,64.47,8,22.31,1
9.47,62.68,6,46.01,1
6.61,66.54,1,32.98,1
7.67,63.49,2,39.71,1
8.25,75.57,7,32.96,1
8.61,72.01,8,17.77,1
4.56,75.62,3,33.79,1
1.46,83.64,8,40.22,1
4.62,69.36,1,15.54,0
7.06,62.57,4,42.68,1
5.05,58.31,1,32.22,0
7.74,67.47,0,10.17,1
4.21,87.09,4,30.79,1
6.71,87.84,1,25.83,1
2.68,83.35,6,21.86,0
7.74,61.7,7,40.85,1
5.91,79.4,1,45.98,1
2.84,78.53,6,40.51,1
3.63,74.21,3,43.87,0
7.74,77.5,0,46.35,1
5.34,74.59,2,46.51,1
2.94,78.27,0,14.59,0
9.71,85.78,4,28.26,1
7.44,55.48,7,10.01,1
9.61,87.48,0,30.26,1
4.84,56.79,8,46.97,1
5.28,53.33,2,17.96,0
9.08,98.8,4,35.59,1
5.73,97.85,8,35.78,1
7.37,53.02,4,16.41,1
3.27,72.16,8,19.54,1
5.02,59.31,9,28.48,1
2.11,74.27,7,17.53,0
2.85,91.51,6,33.4,1
1.01,97.53,0,29.38,0
1.35,81.71,3,30.77,0
9.8,67.7,8,15.38,1
3.18,80.17,9,30.69,1
6.97,65.6,7,11.98,1
8.55,95.49,3,45.26,1
5.96,93.52,0,23.73,1
2.38,77.91,9,44.25,1
7.55,66.24,3,38.07,1
6.4,64.67,2,40.65,1
7.58,51.67,5,22.58,1
7.93,90.79,4,19.11,1
9.78,72.52,4,26.27,1
6.16,66.26,1,10.97,0
4.07,73.56,2,46.75,0
6.84,90.94,5,25.48,1
1.62,56.23,1,49.54,0
9.08,92.88,3,40.46,1
2.07,94.88,1,13.22,0
3.95,97.34,8,36.41,1
8.34,69.87,2,20.83,1
6.38,60.86,9,19.75,1
