Age,Income,Credit_Score,Loan_Amount,Employment_Years,Loan_Approval
34,49299,650,22046,13,1
36,110715,454,18397,18,1
56,90793,805,30269,18,1
45,66501,659,41158,11,1
52,77134,631,30757,8,1
53,131672,827,20299,13,1
56,29777,311,6902,5,0
40,31249,374,47399,14,0
38,140902,511,8846,12,1
58,41390,582,17359,6,1
23,40369,494,7520,10,1
43,32881,329,45832,9,0
52,29587,308,25098,0,0
36,113800,608,44451,6,1
25,94327,744,28136,17,1
24,127009,609,40885,2,1
41,107911,725,35720,8,1
34,108147,390,26157,4,1
